"UNC Product Type / Item Receiving Statistics",,,3/22/10,,,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,,,,,
"UNC Product Type Total",810687,,,,,,,,,,,
,,,,,,,,,,,,
"Report Total",28407905,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Order No. ","Document No. ","Item No.","Description","Source No.","Donor","UNC Product Source Code","Posting Date","Lot No.","Expiration Date","Quantity","Unit of Measure","Gross Weight"
"DD09-00927","DD09-00927-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1295,"Food Lion 142","A2H LOCAL",7/6/09,72774,12/31/99,156,"LB",156
"DS09-00969","DS09-00969-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1340,"Food Lion 353","A2H LOCAL",7/6/09,72727,12/31/99,174,"LB",174
"DW09-00355","DW09-00355-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1788,"SAM'S CLUB #6","A2H LOCAL",7/6/09,72758,12/31/99,176,"LB",176
"DW09-00357","DW09-00357-1","SD001W","ASSORTED NUTRITION DRINKS",1529,"INDIVIDUAL DONORS","LOCAL",7/6/09,72764,12/31/99,194,"LB",194
"DD09-00928","DD09-00928-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2867,"Food Lion # 1544","A2H LOCAL",7/6/09,72775,12/31/99,195,"LB",195
"DD09-00926","DD09-00926-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2979,"Kroger #332","A2H LOCAL",7/6/09,72773,12/31/99,204,"LB",204
"DS09-00972","DS09-00972-1","PR09002","VEGETABLES - WEIGH",2306,"The Fresh Market","LOCAL",7/6/09,72734,12/31/99,215,"LB",215
"DD09-00932","DD09-00932-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2906,"Food Lion # 2589","A2H LOCAL",7/6/09,72779,12/31/99,234,"LB",234
"DD09-00929","DD09-00929-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2981,"Kroger #337","A2H LOCAL",7/6/09,72776,12/31/99,234,"LB",234
"DS09-00974","DS09-00974-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1353,"Food Lion 528","A2H LOCAL",7/6/09,72736,12/31/99,266,"LB",266
"DR09-02619","DR09-02619-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1380,"Food Lion 723","A2H LOCAL",7/6/09,73064,12/31/99,290,"LB",290
"DR09-02618","DR09-02618-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1366,"Food Lion 586","A2H LOCAL",7/6/09,73063,12/31/99,350,"LB",350
"DR09-02624","DR09-02624-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2407,"Food Lion Store #2638","A2H LOCAL",7/6/09,73070,12/31/99,365,"LB",365
"DR09-02617","DR09-02617-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2780,"Food Lion # 341","A2H LOCAL",7/6/09,73062,12/31/99,365,"LB",365
"DR09-02663","DR09-02663-1","FD09001","FOOD DRIVE - WEIGH",1568,"KROGER-FOOD DRIVE","LOCAL",7/6/09,73178,12/31/99,450,"LB",450
"DR09-02623","DR09-02623-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2401,"Food Lion Store #1685","A2H LOCAL",7/6/09,73068,12/31/99,495,"LB",495
"DR09-02622","DR09-02622-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1302,"Food Lion 1484","A2H LOCAL",7/6/09,73067,12/31/99,550,"LB",550
"DS09-00971","DS09-00971-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1074,"Bonus Freight Donations","LOCAL",7/6/09,72730,12/31/99,598,"LB",598
"DR09-02579","DR09-02579-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1724,"Pepperidge Farms-Dock drop off","A2H LOCAL",7/6/09,72983,12/31/99,1402,"LB",1402
"DD09-00911","DD09-00911-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2477,"Bimbo Bakeries","LOCAL",7/6/09,72731,12/31/99,4032,"LB",4032
"DR09-02580","DR09-02580-1","FM09003","TURKEY PRODUCT ASST. - WEIGH",1126,"Butterball Turkey Company","A2H LOCAL",7/6/09,72984,12/31/99,9710,"LB",9710
"DR09-02566","DR09-02566-1","PF09001","PREPARED SALADS - WEIGH",1764,"Reser's Fine Foods","LOCAL",7/6/09,72892,12/31/99,24305,"LB",24305
"DD09-00912","DD09-00912-1","EN09008","MEALS, HEAT & EAT 12 Meals/case",1134,"Central Virginia Foodbank","FOODBANK",7/6/09,72738,12/31/99,1300,"CS",27300
"DR09-02567","DR09-02567-1","PR09005","SWEET POTATOES - WEIGH",2183,"B & B Produce Inc.","LOCAL",7/6/09,72894,12/31/99,34065,"LB",34065
"DR09-02640","DR09-02640-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2861,"Food Lion # 1482","A2H LOCAL",7/7/09,73086,12/31/99,10,"LB",10
"DS09-00975","DS09-00975-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1403,"Food Lion 938","A2H LOCAL",7/7/09,72751,12/31/99,16,"LB",16
"DR09-02595","DR09-02595-1","RM09001","RETAIL MEAT FROZEN - WEIGH",3012,"Sam's Club","A2H LOCAL",7/7/09,73038,12/31/99,22,"LB",22
"DR09-02632","DR09-02632-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2359,"Food Lion Store #2686","A2H LOCAL",7/7/09,73078,12/31/99,24,"LB",24
"DR09-02575","DR09-02575-1","RM09002","RETAIL READY TO EAT ASST. - WEIGH",2014,"Wal-Mart Distribution Center","A2H LOCAL",7/7/09,72919,12/31/99,42,"LB",42
"DS09-00976","DS09-00976-1","SA09001","SALVAGE - WEIGH",1298,"Food Lion 1459","A2H LOCAL",7/7/09,72754,12/31/99,82,"LB",82
"DR09-02639","DR09-02639-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1300,"Food Lion 1481","A2H LOCAL",7/7/09,73085,12/31/99,85,"LB",85
"DS09-00975","DS09-00975-1","SA09001","SALVAGE - WEIGH",1403,"Food Lion 938","A2H LOCAL",7/7/09,72752,12/31/99,85,"LB",85
"DS09-00978","DS09-00978-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2305,"Lowes Foods - Pinehurst","LOCAL",7/7/09,72795,12/31/99,91,"LB",91
"DS09-00976","DS09-00976-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1298,"Food Lion 1459","A2H LOCAL",7/7/09,72753,12/31/99,93,"LB",93
"DD09-00940","DD09-00940-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1307,"Food Lion 150","A2H LOCAL",7/7/09,72988,12/31/99,120,"LB",120
"DD09-00941","DD09-00941-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2921,"Food Lion - 1343","A2H LOCAL",7/7/09,72989,12/31/99,120,"LB",120
"DR09-02633","DR09-02633-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1317,"Food Lion 197","A2H LOCAL",7/7/09,73079,12/31/99,135,"LB",135
"DR09-02625","DR09-02625-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1385,"Food Lion 75","A2H LOCAL",7/7/09,73071,12/31/99,142,"LB",142
"DR09-02628","DR09-02628-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1386,"Food Lion 757","A2H LOCAL",7/7/09,73074,12/31/99,142,"LB",142
"DD09-00938","DD09-00938-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1345,"Food Lion 420","A2H LOCAL",7/7/09,72986,12/31/99,160,"LB",160
"DR09-02595","DR09-02595-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",3012,"Sam's Club","A2H LOCAL",7/7/09,73039,12/31/99,165,"LB",165
"DR09-02642","DR09-02642-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1309,"Food Lion 1557","A2H LOCAL",7/7/09,73088,12/31/99,180,"LB",180
"DD09-00944","DD09-00944-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1303,"Food Lion 1486","A2H LOCAL",7/7/09,72992,12/31/99,200,"LB",200
"DD09-00943","DD09-00943-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1382,"Food Lion 727","A2H LOCAL",7/7/09,72991,12/31/99,200,"LB",200
"DR09-02637","DR09-02637-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2395,"Food Lion Store #1079","A2H LOCAL",7/7/09,73083,12/31/99,200,"LB",200
"DR09-02635","DR09-02635-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2797,"Food Lion # 536","A2H LOCAL",7/7/09,73081,12/31/99,200,"LB",200
"DR09-02641","DR09-02641-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2862,"Food Lion # 1491","A2H LOCAL",7/7/09,73087,12/31/99,200,"LB",200
"DD09-00945","DD09-00945-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1308,"Food Lion 1514","A2H LOCAL",7/7/09,72993,12/31/99,228,"LB",228
"DR09-02629","DR09-02629-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2385,"Food Lion Store #906","A2H LOCAL",7/7/09,73075,12/31/99,235,"LB",235
"DR09-02636","DR09-02636-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1364,"Food Lion 572","A2H LOCAL",7/7/09,73082,12/31/99,240,"LB",240
"DD09-00942","DD09-00942-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2415,"Food Lion Store #2646","A2H LOCAL",7/7/09,72990,12/31/99,240,"LB",240
"DR09-02627","DR09-02627-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2798,"Food Lion # 561","A2H LOCAL",7/7/09,73073,12/31/99,259,"LB",259
"DR09-02631","DR09-02631-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1328,"Food Lion 2534","A2H LOCAL",7/7/09,73077,12/31/99,260,"LB",260
"DD09-00939","DD09-00939-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2823,"Food Lion # 939","A2H LOCAL",7/7/09,72987,12/31/99,280,"LB",280
"DR09-02630","DR09-02630-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2891,"Food Lion # 2504","A2H LOCAL",7/7/09,73076,12/31/99,287,"LB",287
"DR09-02638","DR09-02638-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1291,"Food Lion 1358","A2H LOCAL",7/7/09,73084,12/31/99,290,"LB",290
"DR09-02634","DR09-02634-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2774,"Food Lion # 247","A2H LOCAL",7/7/09,73080,12/31/99,335,"LB",335
"DD09-00937","DD09-00937-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1384,"Food Lion 747","A2H LOCAL",7/7/09,72985,12/31/99,360,"LB",360
"DR09-02626","DR09-02626-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1401,"Food Lion 90","A2H LOCAL",7/7/09,73072,12/31/99,378,"LB",378
"DR09-02594","DR09-02594-1","FP09002","FROZEN PRODUCT ASST. COMP. - WEIGH",1074,"Bonus Freight Donations","LOCAL",7/7/09,73037,12/31/99,510,"LB",510
"DR09-02575","DR09-02575-1","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",2014,"Wal-Mart Distribution Center","A2H LOCAL",7/7/09,72917,12/31/99,660,"LB",660
"DR09-02575","DR09-02575-1","PR09004","MELONS - WEIGH",2014,"Wal-Mart Distribution Center","A2H LOCAL",7/7/09,72921,12/31/99,705,"LB",705
"DR09-02575","DR09-02575-1","FM09005","MEAT ASSORTED COMP. - WEIGH",2014,"Wal-Mart Distribution Center","A2H LOCAL",7/7/09,72920,12/31/99,780,"LB",780
"DW09-00356","DW09-00356-1","MX001W","ASSORTED COOKIE MIX",1788,"SAM'S CLUB #6","A2H LOCAL",7/7/09,72781,12/31/99,1164,"LB",1164
"DG09-00594","DG09-00594-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2954,"Bimbo Bakeries","LOCAL",7/7/09,72797,12/31/99,1520,"LB",1520
"DS09-00977","DS09-00977-1","FM09003","TURKEY PRODUCT ASST. - WEIGH",1126,"Butterball Turkey Company","A2H LOCAL",7/7/09,72868,12/31/99,1525,"LB",1525
"DG09-00593","DG09-00593-1","PR09002","VEGETABLES - WEIGH",3056,"Cunningham Farms","LOCAL",7/7/09,72783,12/31/99,1578,"LB",1578
"DD09-00935","DD09-00935-1","FM09003","TURKEY PRODUCT ASST. - WEIGH",1126,"Butterball Turkey Company","A2H LOCAL",7/7/09,72865,12/31/99,3188,"LB",3188
"DR09-02576","DR09-02576-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2242,"Bimbo Bakeries","LOCAL",7/7/09,72924,12/31/99,8250,"LB",8250
"DD09-00934","DD09-00934-1","BV09001","SODAS ASSORTED - WEIGH",1727,"Pepsi Bottling Ventures","A2H LOCAL",7/7/09,72796,12/31/99,11590,"LB",11590
"DR09-02564","DR09-02564-1","PR09004","MELONS - WEIGH",2012,"Jackson's Farming Co.","LOCAL",7/7/09,72858,12/31/99,14249,"LB",14249
"DR09-02560","DR09-02560-1","TF382","DELI TURKEY 8/4#",1667,"NCDA","USDA",7/7/09,72799,12/31/99,525,"CS",16800
"DR09-02560","DR09-02560-1","TF382","DELI TURKEY 8/4#",1667,"NCDA","USDA",7/7/09,72798,12/31/99,576,"CS",18432
"DR09-02560","DR09-02560-1","TF373","PEACHES 24/#300",1667,"NCDA","USDA",7/7/09,72800,12/31/99,1235,"CS",32110
"DG09-00597","DG09-00597-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2538,"Food Lion 1657","A2H LOCAL",7/8/09,72852,12/31/99,34,"LB",34
"DG09-00598","DG09-00598-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2881,"Food Lion # 1674","A2H LOCAL",7/8/09,72853,12/31/99,38,"LB",38
"DG09-00631","DG09-00631-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2881,"Food Lion # 1674","A2H LOCAL",7/8/09,73013,12/31/99,42,"LB",42
"DR09-02650","DR09-02650-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2401,"Food Lion Store #1685","A2H LOCAL",7/8/09,73097,12/31/99,45,"LB",45
"DR09-02645","DR09-02645-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2812,"Food Lion # 815","A2H LOCAL",7/8/09,73091,12/31/99,45,"LB",45
"DR09-02646","DR09-02646-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2433,"Food Lion Store #1279","A2H LOCAL",7/8/09,73092,12/31/99,60,"LB",60
"DG09-00630","DG09-00630-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2538,"Food Lion 1657","A2H LOCAL",7/8/09,73012,12/31/99,65,"LB",65
"DR09-02647","DR09-02647-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1297,"Food Lion 1454","A2H LOCAL",7/8/09,73093,12/31/99,70,"LB",70
"DR09-02587","DR09-02587-1","SK09001","PEPPERIDGE FARMS ASST. SNACKS - WEIGH",1724,"Pepperidge Farms-Dock drop off","A2H LOCAL",7/8/09,73028,12/31/99,82,"LB",82
"DD09-00946","DD09-00946-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1281,"Food Lion 1099","A2H LOCAL",7/8/09,72994,12/31/99,84,"LB",84
"DD09-00949","DD09-00949-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1399,"Food Lion 885","A2H LOCAL",7/8/09,72997,12/31/99,84,"LB",84
"DD09-00950","DD09-00950-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2907,"Food Lion # 2593","A2H LOCAL",7/8/09,72998,12/31/99,86,"LB",86
"DR09-02644","DR09-02644-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1366,"Food Lion 586","A2H LOCAL",7/8/09,73090,12/31/99,95,"LB",95
"DR09-02650","DR09-02650-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2401,"Food Lion Store #1685","A2H LOCAL",7/8/09,73096,12/31/99,110,"LB",110
"DG09-00632","DG09-00632-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2811,"Food Lion # 779","A2H LOCAL",7/8/09,73015,12/31/99,110,"LB",110
"DR09-02648","DR09-02648-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1302,"Food Lion 1484","A2H LOCAL",7/8/09,73094,12/31/99,115,"LB",115
"DS09-00979","DS09-00979-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2306,"The Fresh Market","LOCAL",7/8/09,72874,12/31/99,125,"LB",125
"DG09-00596","DG09-00596-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2811,"Food Lion # 779","A2H LOCAL",7/8/09,72851,12/31/99,150,"LB",150
"DD09-00948","DD09-00948-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2860,"Food Lion # 1480","A2H LOCAL",7/8/09,72996,12/31/99,168,"LB",168
"DR09-02643","DR09-02643-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2780,"Food Lion # 341","A2H LOCAL",7/8/09,73089,12/31/99,195,"LB",195
"DS09-00979","DS09-00979-1","PR09002","VEGETABLES - WEIGH",2306,"The Fresh Market","LOCAL",7/8/09,72875,12/31/99,214,"LB",214
"DS09-00980","DS09-00980-1","TF383","CHEESE 12/2#",1667,"NCDA","USDA",7/8/09,73004,12/31/99,10,"CS",240
"DR09-02651","DR09-02651-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2407,"Food Lion Store #2638","A2H LOCAL",7/8/09,73098,12/31/99,250,"LB",250
"DR09-02649","DR09-02649-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1313,"Food Lion 1669","A2H LOCAL",7/8/09,73095,12/31/99,260,"LB",260
"DG09-00599","DG09-00599-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2458,"Kroger","A2H LOCAL",7/8/09,72854,12/31/99,292,"LB",292
"DD09-00947","DD09-00947-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1317,"Food Lion 197","A2H LOCAL",7/8/09,72995,12/31/99,336,"LB",336
"DS09-00980","DS09-00980-1","TF369","CORN FLAKE CEREAL 12/18 OZ",1667,"NCDA","USDA",7/8/09,73006,12/31/99,25,"CS",350
"DS09-00983","DS09-00983-1","TF363","CHICKEN WHOLE 12/3#",1667,"NCDA","USDA",7/8/09,73032,12/31/99,10,"CS",360
"DR09-02582","DR09-02582-1","PR09002","VEGETABLES - WEIGH",1074,"Bonus Freight Donations","LOCAL",7/8/09,73019,12/31/99,563,"LB",563
"DR09-02654","DR09-02654-1","RF09002","REFRIGERATED PRODUCT ASST. COMP. - WEIGH",2254,"Sysco Foodservice","A2H LOCAL",7/8/09,73127,12/31/99,575,"LB",575
"DR09-02654","DR09-02654-1","SA09001","SALVAGE - WEIGH",2254,"Sysco Foodservice","A2H LOCAL",7/8/09,73125,12/31/99,870,"LB",870
"DS09-00980","DS09-00980-1","TF366","BEEF STEW CHUNKEY 24/24 OZ",1667,"NCDA","USDA",7/8/09,73005,12/31/99,22,"CS",924
"DS09-00980","DS09-00980-1","TF374","PEANUT BUTTER 12/18 OZ",1667,"NCDA","USDA",7/8/09,73008,12/31/99,63,"CS",945
"DS09-00980","DS09-00980-1","TF380","VEGETABLE SOUP 24/#1",1667,"NCDA","USDA",7/8/09,73011,12/31/99,49,"CS",980
"DR09-02654","DR09-02654-1","PR09002","VEGETABLES - WEIGH",2254,"Sysco Foodservice","A2H LOCAL",7/8/09,73126,12/31/99,1155,"LB",1155
"DS09-00980","DS09-00980-1","TF363","CHICKEN WHOLE 12/3#",1667,"NCDA","USDA",7/8/09,73002,12/31/99,36,"CS",1296
"DS09-00980","DS09-00980-1","TF376","RED KIDNEY BEANS 24/#300",1667,"NCDA","USDA",7/8/09,73009,12/31/99,50,"CS",1350
"DS09-00980","DS09-00980-1","TF379","VEGETABLE MIX 24/#300",1667,"NCDA","USDA",7/8/09,73010,12/31/99,53,"CS",1431
"DR09-02583","DR09-02583-1","BR09002","TORTILLAS - WEIGH",2115,"Tortilla San Antonio, Inc.","LOCAL",7/8/09,73020,12/31/99,1560,"LB",1560
"DR09-02657","DR09-02657-1","PU09003","FLAMINGO GRAPE JUICE 27/6.75 OZ",2966,"Flamingo Juices Inc.","AFF PURCH",7/8/09,73140,7/19/10,120,"CS",1680
"DS09-00983","DS09-00983-1","TF383","CHEESE 12/2#",1667,"NCDA","USDA",7/8/09,73033,12/31/99,90,"CS",2160
"DS09-00980","DS09-00980-1","TF373","PEACHES 24/#300",1667,"NCDA","USDA",7/8/09,73007,12/31/99,87,"CS",2262
"DS09-00980","DS09-00980-1","TF382","DELI TURKEY 8/4#",1667,"NCDA","USDA",7/8/09,73003,12/31/99,77,"CS",2464
"DR09-02584","DR09-02584-1","BV09002","SODAS DIET ASSORTED - WEIGH",1726,"Pepsi Cola - Garner","A2H LOCAL",7/8/09,73021,12/31/99,2535,"LB",2535
"DR09-02588","DR09-02588-1","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",1074,"Bonus Freight Donations","LOCAL",7/8/09,73029,12/31/99,2705,"LB",2705
"DR09-02589","DR09-02589-1","PR09002","VEGETABLES - WEIGH",2937,"Shingleton Farms","LOCAL",7/8/09,73030,12/31/99,2845,"LB",2845
"DR09-02657","DR09-02657-1","PU09002","FLAMINGO APPLE JUICE 27/6.75 OZ",2966,"Flamingo Juices Inc.","AFF PURCH",7/8/09,73139,5/1/10,240,"CS",3360
"DD09-00951","DD09-00951-1","FD09001","FOOD DRIVE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",7/8/09,73000,12/31/99,4878,"LB",4878
"DR09-02585","DR09-02585-1","SK09007","LANCE ASSORTED SNACKS - WEIGH",1839,"SH Food Bank of Metrolina","FOODBANK",7/8/09,73023,12/31/99,7455,"LB",7455
"DR09-02584","DR09-02584-1","BV09001","SODAS ASSORTED - WEIGH",1726,"Pepsi Cola - Garner","A2H LOCAL",7/8/09,73022,12/31/99,8115,"LB",8115
"DR09-02581","DR09-02581-1","SA09001","SALVAGE - WEIGH",1667,"NCDA","USDA",7/8/09,73016,12/31/99,17524,"LB",17524
"DR09-02578","DR09-02578-1","TF363","CHICKEN WHOLE 12/3#",1667,"NCDA","USDA",7/8/09,72953,12/31/99,503,"CS",18108
"DR09-02577","DR09-02577-1","TF383","CHEESE 12/2#",1667,"NCDA","USDA",7/8/09,72887,12/31/99,1095,"CS",26280
"DG09-00595","DG09-00595-1","EN09008","MEALS, HEAT & EAT 12 Meals/case",1134,"Central Virginia Foodbank","FOODBANK",7/8/09,72850,12/31/99,1300,"CS",27300
"DR09-02578","DR09-02578-1","TF367","BLACK EYED PEAS 24/#300",1667,"NCDA","USDA",7/8/09,72951,12/31/99,1329,"CS",37212
"DR09-02586","DR09-02586-1","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",1087,"Bruce Foods Corporation","LOCAL",7/8/09,73027,12/31/99,38310,"LB",38310
,"PC1551","PR09006","WHITE POTATOES - WEIGH",3052,"Tide Wter Farms","LOCAL",7/9/09,73122,12/31/99,-40000,"LB",-40000
,"DCD09-00001","PR09006","WHITE POTATOES - WEIGH",3052,"Tide Wter Farms","LOCAL",7/9/09,85516,12/31/99,-40000,"LB",-40000
,"DCR09-00090","SK09072","LANCE CREAM CHEESE ON CAPTAINS WAFERS 120 CT.",2544,"Pallet Tag","LOCAL",7/9/09,73132,12/31/99,-1,"CS",-10
,"DCR09-00090","BV09025","DIET MTN DEW 6/24 OZ",2544,"Pallet Tag","LOCAL",7/9/09,73130,12/31/99,-1,"CS",-8
,"DCR09-00090","SK09071","NABISCO KIDDIE COOKIE PACK 4/12 OZ",2544,"Pallet Tag","LOCAL",7/9/09,73131,12/31/99,-1,"CS",-4
"DR09-02655","DR09-02655-1","SK09071","NABISCO KIDDIE COOKIE PACK 4/12 OZ",2544,"Pallet Tag","LOCAL",7/9/09,73131,9/9/09,1,"CS",4
"DR09-02655","DR09-02655-1","BV09025","DIET MTN DEW 6/24 OZ",2544,"Pallet Tag","LOCAL",7/9/09,73130,12/31/99,1,"CS",8
"DR09-02687","DR09-02687-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1309,"Food Lion 1557","A2H LOCAL",7/9/09,73209,12/31/99,10,"LB",10
"DR09-02655","DR09-02655-1","SK09072","LANCE CREAM CHEESE ON CAPTAINS WAFERS 120 CT.",2544,"Pallet Tag","LOCAL",7/9/09,73132,12/25/09,1,"CS",10
"DS09-00988","DS09-00988-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2815,"Food Lion # 834","A2H LOCAL",7/9/09,73109,12/31/99,21,"LB",21
"DS09-00987","DS09-00987-1","DY09001","DAIRY ASSORTED - WEIGH",2306,"The Fresh Market","LOCAL",7/9/09,73107,12/31/99,26,"LB",26
"DR09-02667","DR09-02667-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1386,"Food Lion 757","A2H LOCAL",7/9/09,73185,12/31/99,45,"LB",45
"DS09-00989","DS09-00989-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1340,"Food Lion 353","A2H LOCAL",7/9/09,73110,12/31/99,50,"LB",50
"DS09-00986","DS09-00986-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1353,"Food Lion 528","A2H LOCAL",7/9/09,73105,12/31/99,54,"LB",54
"DR09-02683","DR09-02683-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2395,"Food Lion Store #1079","A2H LOCAL",7/9/09,73205,12/31/99,55,"LB",55
"DS09-00987","DS09-00987-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2306,"The Fresh Market","LOCAL",7/9/09,73106,12/31/99,61,"LB",61
"DS09-00986","DS09-00986-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1353,"Food Lion 528","A2H LOCAL",7/9/09,73104,12/31/99,63,"LB",63
"DS09-00990","DS09-00990-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1353,"Food Lion 528","A2H LOCAL",7/9/09,73114,12/31/99,74,"LB",74
"DS09-00987","DS09-00987-1","PR09002","VEGETABLES - WEIGH",2306,"The Fresh Market","LOCAL",7/9/09,73108,12/31/99,74,"LB",74
"DS09-00993","DS09-00993-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1074,"Bonus Freight Donations","LOCAL",7/9/09,73119,12/31/99,76,"LB",76
"DS09-00981","DS09-00981-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2306,"The Fresh Market","LOCAL",7/9/09,73024,12/31/99,76,"LB",76
"DS09-00984","DS09-00984-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2815,"Food Lion # 834","A2H LOCAL",7/9/09,73101,12/31/99,77,"LB",77
"DR09-02680","DR09-02680-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1316,"Food Lion 193","A2H LOCAL",7/9/09,73202,12/31/99,80,"LB",80
"DS09-00991","DS09-00991-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2305,"Lowes Foods - Pinehurst","LOCAL",7/9/09,73115,12/31/99,91,"LB",91
"DS09-00981","DS09-00981-1","DY09001","DAIRY ASSORTED - WEIGH",2306,"The Fresh Market","LOCAL",7/9/09,73025,12/31/99,101,"LB",101
"DS09-00990","DS09-00990-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1353,"Food Lion 528","A2H LOCAL",7/9/09,73113,12/31/99,104,"LB",104
"DS09-00989","DS09-00989-1","PR09002","VEGETABLES - WEIGH",1340,"Food Lion 353","A2H LOCAL",7/9/09,73112,12/31/99,104,"LB",104
"DS09-00982","DS09-00982-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2305,"Lowes Foods - Pinehurst","LOCAL",7/9/09,73026,12/31/99,105,"LB",105
"DS09-00985","DS09-00985-1","PR09002","VEGETABLES - WEIGH",1340,"Food Lion 353","A2H LOCAL",7/9/09,73103,12/31/99,105,"LB",105
